Location,Longitude,Latitude,OrderValue,NearestHub,Distance(meters),Route,Time
Sector 7 Market - Point 54,76.7988674817998,30.738308142304,1939.61,A,2345.7234427230123,"(30.7381039,76.798718);(30.7369728,76.7996718);(30.7368991,76.7997318);(30.7350604,76.7967866);(30.7347847,76.7964454);(30.7345291,76.7963913);(30.7344293,76.7962312);(30.7344486,76.7959303);(30.7342308,76.7954301);(30.731256,76.7907202);(30.7308813,76.7907908);(30.7306657,76.7909661);(30.729744,76.791745);(30.7294529,76.7919733);(30.7293629,76.7920905);(30.7292581,76.7920765);(30.7292095,76.7920186);(30.7292436,76.7918248);(30.728979,76.7914441);(30.7287338,76.7905674);(30.7282039,76.7896052);(30.7276249,76.7886857);(30.727368,76.7882711);(30.7264119,76.7887515);(30.7260149,76.7890828);(30.7256668,76.788546);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",15:21
Sector 22 Market - Point 55,76.7855637041897,30.7398028687019,1731.34,B,2398.6028641975545,"(30.7398684,76.7847422);(30.7395805,76.784268);(30.7426614,76.781706);(30.741578,76.7799727);(30.7415256,76.7798889);(30.7416184,76.779811);(30.7418686,76.779601);(30.7423763,76.7791748);(30.7400941,76.7752457);(30.7400468,76.7751665);(30.7398045,76.7747904);(30.7394825,76.7746678);(30.7393293,76.7743536);(30.7393684,76.7739751);(30.7398094,76.7737014);(30.7400258,76.7737737);(30.7405715,76.773525);(30.7430898,76.7714273);(30.743113,76.7713585);(30.7432015,76.7713177);(30.7432294,76.7713264);(30.7455151,76.7693499);(30.7455537,76.7691112);(30.7457159,76.7689604);(30.7459919,76.7690143);(30.7460999,76.7692041);(30.746064,76.7694752)",10:42
Sector 26 Food Court - Point 56,76.8026464355129,30.7411050304486,530.82,A,2896.191653522778,"(30.7411276,76.8026189);(30.7398281,76.802985);(30.7393211,76.8034113);(30.7392395,76.8034805);(30.7371536,76.8001394);(30.7371096,76.8000689);(30.7368991,76.7997318);(30.7350604,76.7967866);(30.7347847,76.7964454);(30.7345291,76.7963913);(30.7344293,76.7962312);(30.7344486,76.7959303);(30.7342308,76.7954301);(30.731256,76.7907202);(30.7308813,76.7907908);(30.7306657,76.7909661);(30.729744,76.791745);(30.7294529,76.7919733);(30.7293629,76.7920905);(30.7292581,76.7920765);(30.7292095,76.7920186);(30.7292436,76.7918248);(30.728979,76.7914441);(30.7287338,76.7905674);(30.7282039,76.7896052);(30.7276249,76.7886857);(30.727368,76.7882711);(30.7264119,76.7887515);(30.7260149,76.7890828);(30.7256668,76.788546);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",16:58
Sector 22 Market - Point 57,76.7835961623989,30.7393985576528,347.57,B,2343.116297659419,"(30.7395805,76.784268);(30.7426614,76.781706);(30.741578,76.7799727);(30.7415256,76.7798889);(30.7416184,76.779811);(30.7418686,76.779601);(30.7423763,76.7791748);(30.7400941,76.7752457);(30.7400468,76.7751665);(30.7398045,76.7747904);(30.7394825,76.7746678);(30.7393293,76.7743536);(30.7393684,76.7739751);(30.7398094,76.7737014);(30.7400258,76.7737737);(30.7405715,76.773525);(30.7430898,76.7714273);(30.743113,76.7713585);(30.7432015,76.7713177);(30.7432294,76.7713264);(30.7455151,76.7693499);(30.7455537,76.7691112);(30.7457159,76.7689604);(30.7459919,76.7690143);(30.7460999,76.7692041);(30.746064,76.7694752)",04:51
Rose Garden - Point 58,76.7915028207615,30.7564658522368,1171.85,B,2886.1817827483055,"(30.7565235,76.791521);(30.7559902,76.791021);(30.7577684,76.7895217);(30.7571978,76.7886078);(30.7563562,76.7872599);(30.7564944,76.7871483);(30.7565588,76.7870412);(30.756621,76.786517);(30.7563611,76.786104);(30.7563187,76.7860363);(30.7532533,76.7811236);(30.7530485,76.7808556);(30.7527605,76.7808144);(30.7526535,76.7806456);(30.7526802,76.7803535);(30.7525147,76.7799664);(30.749624,76.7753976);(30.7495713,76.7753161);(30.7490066,76.7743754);(30.7489297,76.7742528);(30.7458903,76.7696263);(30.7456649,76.7695953);(30.7455151,76.7693499);(30.7455537,76.7691112);(30.7457159,76.7689604);(30.7459919,76.7690143);(30.7460999,76.7692041);(30.746064,76.7694752)",15:21
Sector 26 Food Court - Point 59,76.8080876974619,30.7409299483693,732.75,A,3125.4440015779323,"(30.7408023,76.8077142);(30.7412846,76.8072101);(30.7412977,76.8069047);(30.7394416,76.8038043);(30.7392395,76.8034805);(30.7371536,76.8001394);(30.7371096,76.8000689);(30.7368991,76.7997318);(30.7350604,76.7967866);(30.7347847,76.7964454);(30.7345291,76.7963913);(30.7344293,76.7962312);(30.7344486,76.7959303);(30.7342308,76.7954301);(30.731256,76.7907202);(30.7308813,76.7907908);(30.7306657,76.7909661);(30.729744,76.791745);(30.7294529,76.7919733);(30.7293629,76.7920905);(30.7292581,76.7920765);(30.7292095,76.7920186);(30.7292436,76.7918248);(30.728979,76.7914441);(30.7287338,76.7905674);(30.7282039,76.7896052);(30.7276249,76.7886857);(30.727368,76.7882711);(30.7264119,76.7887515);(30.7260149,76.7890828);(30.7256668,76.788546);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",16:53
Punjab University - Point 60,76.7634676490053,30.763550202245,1371.16,B,2163.4517864444547,"(30.7620181,76.7572951);(30.7579502,76.7599527);(30.7579166,76.7600171);(30.7578494,76.7600677);(30.7549022,76.7622986);(30.7527625,76.7638789);(30.7523425,76.764258);(30.7521691,76.7644916);(30.7521249,76.7647084);(30.7519508,76.7648595);(30.7517492,76.7648418);(30.7514503,76.7649657);(30.74901,76.7668637);(30.7470416,76.7684186);(30.7460999,76.7692041);(30.746064,76.7694752)",09:56
Elante Mall - Point 61,76.796934253332,30.7020667792312,1568.08,A,4761.494283154327,"(30.7018798,76.7969959);(30.7023352,76.7977199);(30.70389,76.7964146);(30.7047373,76.7977631);(30.7068849,76.7955248);(30.707142,76.7952849);(30.707268,76.7951745);(30.7073309,76.7952737);(30.7106098,76.8005672);(30.7110254,76.8008059);(30.7139327,76.7978783);(30.7161076,76.7955188);(30.7161457,76.79528);(30.7163383,76.7951188);(30.7165118,76.7951345);(30.7187776,76.7931009);(30.721706,76.7901763);(30.72173,76.7898918);(30.7218928,76.7897422);(30.7221403,76.7897715);(30.7246157,76.7876053);(30.727198,76.7851982);(30.7273664,76.7848887);(30.72742,76.7846228);(30.7275971,76.7844887);(30.7278147,76.7845296);(30.7279518,76.7847428);(30.7279152,76.7850141);(30.7277828,76.785152);(30.7275399,76.7851475);(30.7272863,76.7852337);(30.7246502,76.7876609);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",08:47
Sector 7 Market - Point 62,76.8000835503713,30.7405996364248,176.88,A,2966.71407666086,"(30.7405861,76.8008698);(30.7402319,76.801168);(30.7398163,76.801518);(30.7391457,76.8020827);(30.738051,76.8003306);(30.7387405,76.7997584);(30.7384501,76.7992821);(30.7381039,76.798718);(30.7369728,76.7996718);(30.7368991,76.7997318);(30.7350604,76.7967866);(30.7347847,76.7964454);(30.7345291,76.7963913);(30.7344293,76.7962312);(30.7344486,76.7959303);(30.7342308,76.7954301);(30.731256,76.7907202);(30.7308813,76.7907908);(30.7306657,76.7909661);(30.729744,76.791745);(30.7294529,76.7919733);(30.7293629,76.7920905);(30.7292581,76.7920765);(30.7292095,76.7920186);(30.7292436,76.7918248);(30.728979,76.7914441);(30.7287338,76.7905674);(30.7282039,76.7896052);(30.7276249,76.7886857);(30.727368,76.7882711);(30.7264119,76.7887515);(30.7260149,76.7890828);(30.7256668,76.788546);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",14:39
Sector 17 Plaza - Point 63,76.7849758424365,30.7427654155538,840.36,B,2189.873766789137,"(30.7426923,76.7837082);(30.7421936,76.7829189);(30.7425309,76.7826438);(30.7430003,76.7822482);(30.7426614,76.781706);(30.741578,76.7799727);(30.7415256,76.7798889);(30.7416184,76.779811);(30.7418686,76.779601);(30.7423763,76.7791748);(30.7400941,76.7752457);(30.7400468,76.7751665);(30.7398045,76.7747904);(30.7394825,76.7746678);(30.7393293,76.7743536);(30.7393684,76.7739751);(30.7398094,76.7737014);(30.7400258,76.7737737);(30.7405715,76.773525);(30.7430898,76.7714273);(30.743113,76.7713585);(30.7432015,76.7713177);(30.7432294,76.7713264);(30.7455151,76.7693499);(30.7455537,76.7691112);(30.7457159,76.7689604);(30.7459919,76.7690143);(30.7460999,76.7692041);(30.746064,76.7694752)",01:53
Sector 7 Market - Point 64,76.7957254051673,30.7426147872582,1233.01,A,3097.8181167611556,"(30.7427225,76.7957208);(30.7428333,76.7958999);(30.7429947,76.7961609);(30.7423691,76.7966793);(30.7417368,76.7972034);(30.7415075,76.7973934);(30.7412689,76.7975912);(30.7406395,76.7966015);(30.7402616,76.796918);(30.7395274,76.7975328);(30.7383543,76.7985151);(30.7381039,76.798718);(30.7369728,76.7996718);(30.7368991,76.7997318);(30.7350604,76.7967866);(30.7347847,76.7964454);(30.7345291,76.7963913);(30.7344293,76.7962312);(30.7344486,76.7959303);(30.7342308,76.7954301);(30.731256,76.7907202);(30.7308813,76.7907908);(30.7306657,76.7909661);(30.729744,76.791745);(30.7294529,76.7919733);(30.7293629,76.7920905);(30.7292581,76.7920765);(30.7292095,76.7920186);(30.7292436,76.7918248);(30.728979,76.7914441);(30.7287338,76.7905674);(30.7282039,76.7896052);(30.7276249,76.7886857);(30.727368,76.7882711);(30.7264119,76.7887515);(30.7260149,76.7890828);(30.7256668,76.788546);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",21:52
Sector 35 Market - Point 65,76.7669049740903,30.7230613158316,138.52,A,3504.7372180273987,"(30.7229195,76.7674819);(30.7234212,76.7682762);(30.7238403,76.7689397);(30.7245786,76.7683306);(30.7250902,76.7691393);(30.7254313,76.7690734);(30.7256215,76.7689063);(30.7259177,76.7684229);(30.7259693,76.768101);(30.7262411,76.7678641);(30.7266307,76.7679823);(30.7267563,76.7682305);(30.726707,76.7686049);(30.7268332,76.7690605);(30.7270458,76.7694035);(30.7294952,76.7733693);(30.7296354,76.7735933);(30.7298891,76.7739987);(30.7299352,76.7740691);(30.7298548,76.7741406);(30.7296308,76.7743297);(30.7285198,76.7752677);(30.728325,76.7754268);(30.7257839,76.7778194);(30.7253551,76.7784737);(30.7244461,76.7792373);(30.7244259,76.7792543);(30.724419,76.7795187);(30.7272292,76.7840489);(30.7275971,76.7844887);(30.7278147,76.7845296);(30.7279518,76.7847428);(30.7279152,76.7850141);(30.7277828,76.785152);(30.7275399,76.7851475);(30.7272863,76.7852337);(30.7246502,76.7876609);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",01:39
Sector 35 Market - Point 66,76.7667439694435,30.7216918779719,984.38,D,3405.866243576017,"(30.7216059,76.7654025);(30.7201536,76.7656168);(30.7190961,76.7660641);(30.718241,76.7667824);(30.7170598,76.7678203);(30.7169976,76.767872);(30.7165212,76.7681794);(30.7152556,76.769283);(30.7149634,76.7687518);(30.7147108,76.7683256);(30.7143618,76.7677575);(30.7129085,76.766422);(30.7124099,76.7668359);(30.7118883,76.7672595);(30.7110499,76.7659364);(30.710752,76.7654661);(30.7104128,76.7649307);(30.7103659,76.764852);(30.7101626,76.7645105);(30.71,76.7642374);(30.7098035,76.7642271);(30.7096423,76.7642291);(30.7090716,76.7642204);(30.708476,76.764215);(30.7084485,76.7641402);(30.7077738,76.7641186);(30.7072594,76.7641164);(30.7061365,76.7640863);(30.7059592,76.7640884);(30.7052394,76.7628973);(30.7047744,76.7620674);(30.7047792,76.7617334);(30.7047892,76.7610332);(30.7047991,76.760333);(30.7048039,76.7599992);(30.7045412,76.7599915);(30.7041693,76.7603105);(30.7036442,76.7607395);(30.7035655,76.760805);(30.7026245,76.7592896);(30.7009333,76.756566);(30.7006339,76.7560853);(30.7005946,76.7560853);(30.7005443,76.7559632)",08:41
Sukhna Lake - Point 67,76.8208182468542,30.7367213699527,787.61,A,4412.604325396345,"(30.7355521,76.8233984);(30.7367622,76.8167619);(30.7335247,76.8152678);(30.7357008,76.811961);(30.7336026,76.8087378);(30.7335527,76.8086597);(30.7313187,76.8051005);(30.7312976,76.8050668);(30.7312723,76.8050266);(30.7296696,76.8024706);(30.7294253,76.8020905);(30.7290647,76.8017149);(30.7289163,76.801686);(30.7287776,76.8015391);(30.7287818,76.8011886);(30.728633,76.8007824);(30.7258526,76.7963377);(30.725669,76.796044);(30.7256009,76.795935);(30.7256728,76.7958778);(30.7258622,76.7957165);(30.7262096,76.7955072);(30.7264588,76.7952254);(30.726662,76.7949097);(30.726695,76.794713);(30.7265519,76.7944516);(30.7262463,76.7939653);(30.7261533,76.7938135);(30.725967,76.7935092);(30.7256744,76.7930314);(30.7255074,76.7927589);(30.7249418,76.7920289);(30.724861,76.7918989);(30.7246233,76.7915162);(30.724595,76.7914706);(30.7242974,76.7905125);(30.7245477,76.7903042);(30.7249147,76.7899987);(30.7252708,76.7897022);(30.7248048,76.7889424);(30.7251674,76.7886398);(30.724728,76.7879258)",23:15
Elante Mall - Point 68,76.8001614992998,30.7032399223896,1610.14,A,4516.563978589101,"(30.7032767,76.7992165);(30.7047373,76.7977631);(30.7068849,76.7955248);(30.707142,76.7952849);(30.707268,76.7951745);(30.7073309,76.7952737);(30.7106098,76.8005672);(30.7110254,76.8008059);(30.7139327,76.7978783);(30.7161076,76.7955188);(30.7161457,76.79528);(30.7163383,76.7951188);(30.7165118,76.7951345);(30.7187776,76.7931009);(30.721706,76.7901763);(30.72173,76.7898918);(30.7218928,76.7897422);(30.7221403,76.7897715);(30.7246157,76.7876053);(30.727198,76.7851982);(30.7273664,76.7848887);(30.72742,76.7846228);(30.7275971,76.7844887);(30.7278147,76.7845296);(30.7279518,76.7847428);(30.7279152,76.7850141);(30.7277828,76.785152);(30.7275399,76.7851475);(30.7272863,76.7852337);(30.7246502,76.7876609);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",13:41
Elante Mall - Point 69,76.7968529443884,30.7093450024018,709.04,A,3534.3654694197694,"(30.7093439,76.7967205);(30.709805,76.796336);(30.7097837,76.7963018);(30.7102295,76.7959091);(30.7104836,76.7956948);(30.7105297,76.7957592);(30.7108643,76.796291);(30.7113639,76.7963908);(30.7118417,76.7959858);(30.7124293,76.7954877);(30.7128931,76.7962251);(30.7131809,76.7966828);(30.7139327,76.7978783);(30.7161076,76.7955188);(30.7161457,76.79528);(30.7163383,76.7951188);(30.7165118,76.7951345);(30.7187776,76.7931009);(30.721706,76.7901763);(30.72173,76.7898918);(30.7218928,76.7897422);(30.7221403,76.7897715);(30.7246157,76.7876053);(30.727198,76.7851982);(30.7273664,76.7848887);(30.72742,76.7846228);(30.7275971,76.7844887);(30.7278147,76.7845296);(30.7279518,76.7847428);(30.7279152,76.7850141);(30.7277828,76.785152);(30.7275399,76.7851475);(30.7272863,76.7852337);(30.7246502,76.7876609);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",22:34
Sector 22 Market - Point 70,76.7855815086056,30.7411164660408,1594.54,B,2572.3272798320213,"(30.7410005,76.7846764);(30.7398684,76.7847422);(30.7395805,76.784268);(30.7426614,76.781706);(30.741578,76.7799727);(30.7415256,76.7798889);(30.7416184,76.779811);(30.7418686,76.779601);(30.7423763,76.7791748);(30.7400941,76.7752457);(30.7400468,76.7751665);(30.7398045,76.7747904);(30.7394825,76.7746678);(30.7393293,76.7743536);(30.7393684,76.7739751);(30.7398094,76.7737014);(30.7400258,76.7737737);(30.7405715,76.773525);(30.7430898,76.7714273);(30.743113,76.7713585);(30.7432015,76.7713177);(30.7432294,76.7713264);(30.7455151,76.7693499);(30.7455537,76.7691112);(30.7457159,76.7689604);(30.7459919,76.7690143);(30.7460999,76.7692041);(30.746064,76.7694752)",11:58
Sector 17 Plaza - Point 71,76.7855452195581,30.7449386756768,764.71,B,2271.3053057803777,"(30.7451113,76.7856257);(30.7445711,76.7847615);(30.7445421,76.7847151);(30.7446237,76.7846263);(30.7447292,76.7845571);(30.7453728,76.7840134);(30.7435408,76.7810488);(30.7432008,76.7805065);(30.7432014,76.7802209);(30.7429976,76.7798944);(30.7430744,76.7798302);(30.74563,76.7776949);(30.7434742,76.7731898);(30.7432818,76.7722529);(30.7435977,76.7719896);(30.7434708,76.7717956);(30.7431792,76.7715491);(30.7430898,76.7714273);(30.743113,76.7713585);(30.7432015,76.7713177);(30.7432294,76.7713264);(30.7455151,76.7693499);(30.7455537,76.7691112);(30.7457159,76.7689604);(30.7459919,76.7690143);(30.7460999,76.7692041);(30.746064,76.7694752)",07:43
Sector 7 Market - Point 72,76.7972469532557,30.741247001076,1434.23,A,2842.969363629936,"(30.7415075,76.7973934);(30.7412689,76.7975912);(30.7406395,76.7966015);(30.7402616,76.796918);(30.7395274,76.7975328);(30.7383543,76.7985151);(30.7381039,76.798718);(30.7369728,76.7996718);(30.7368991,76.7997318);(30.7350604,76.7967866);(30.7347847,76.7964454);(30.7345291,76.7963913);(30.7344293,76.7962312);(30.7344486,76.7959303);(30.7342308,76.7954301);(30.731256,76.7907202);(30.7308813,76.7907908);(30.7306657,76.7909661);(30.729744,76.791745);(30.7294529,76.7919733);(30.7293629,76.7920905);(30.7292581,76.7920765);(30.7292095,76.7920186);(30.7292436,76.7918248);(30.728979,76.7914441);(30.7287338,76.7905674);(30.7282039,76.7896052);(30.7276249,76.7886857);(30.727368,76.7882711);(30.7264119,76.7887515);(30.7260149,76.7890828);(30.7256668,76.788546);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",03:46
Sector 17 Plaza - Point 73,76.7860257376328,30.7436280028981,937.39,B,2487.7912659141625,"(30.7435371,76.7869585);(30.7451113,76.7856257);(30.7445711,76.7847615);(30.7445421,76.7847151);(30.7446237,76.7846263);(30.7447292,76.7845571);(30.7453728,76.7840134);(30.7435408,76.7810488);(30.7432008,76.7805065);(30.7432014,76.7802209);(30.7429976,76.7798944);(30.7430744,76.7798302);(30.74563,76.7776949);(30.7434742,76.7731898);(30.7432818,76.7722529);(30.7435977,76.7719896);(30.7434708,76.7717956);(30.7431792,76.7715491);(30.7430898,76.7714273);(30.743113,76.7713585);(30.7432015,76.7713177);(30.7432294,76.7713264);(30.7455151,76.7693499);(30.7455537,76.7691112);(30.7457159,76.7689604);(30.7459919,76.7690143);(30.7460999,76.7692041);(30.746064,76.7694752)",22:30
Punjab University - Point 74,76.7639174235595,30.7560109202828,249.17,B,1222.7179631547797,"(30.7549022,76.7622986);(30.7527625,76.7638789);(30.7523425,76.764258);(30.7521691,76.7644916);(30.7521249,76.7647084);(30.7519508,76.7648595);(30.7517492,76.7648418);(30.7514503,76.7649657);(30.74901,76.7668637);(30.7470416,76.7684186);(30.7460999,76.7692041);(30.746064,76.7694752)",23:18
Sector 7 Market - Point 75,76.8004406918599,30.7370355766648,164.07,A,2258.677815575941,"(30.7368851,76.8003603);(30.7371096,76.8000689);(30.7368991,76.7997318);(30.7350604,76.7967866);(30.7347847,76.7964454);(30.7345291,76.7963913);(30.7344293,76.7962312);(30.7344486,76.7959303);(30.7342308,76.7954301);(30.731256,76.7907202);(30.7308813,76.7907908);(30.7306657,76.7909661);(30.729744,76.791745);(30.7294529,76.7919733);(30.7293629,76.7920905);(30.7292581,76.7920765);(30.7292095,76.7920186);(30.7292436,76.7918248);(30.728979,76.7914441);(30.7287338,76.7905674);(30.7282039,76.7896052);(30.7276249,76.7886857);(30.727368,76.7882711);(30.7264119,76.7887515);(30.7260149,76.7890828);(30.7256668,76.788546);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",09:08
Rock Garden - Point 76,76.8129058665862,30.7478121345589,1790.86,A,4408.825577689486,"(30.7489473,76.8123292);(30.74868,76.8112063);(30.7471981,76.8078653);(30.7465435,76.8068025);(30.7457401,76.8059161);(30.7450684,76.8051674);(30.7446359,76.8045046);(30.7447476,76.8044114);(30.7443813,76.8038183);(30.7427272,76.8051452);(30.7421404,76.8042185);(30.7419256,76.8038793);(30.7418104,76.8036973);(30.7415867,76.8033439);(30.7415257,76.8032477);(30.7414071,76.8030604);(30.7411957,76.8027265);(30.7411276,76.8026189);(30.7398281,76.802985);(30.7393211,76.8034113);(30.7392395,76.8034805);(30.7371536,76.8001394);(30.7371096,76.8000689);(30.7368991,76.7997318);(30.7350604,76.7967866);(30.7347847,76.7964454);(30.7345291,76.7963913);(30.7344293,76.7962312);(30.7344486,76.7959303);(30.7342308,76.7954301);(30.731256,76.7907202);(30.7308813,76.7907908);(30.7306657,76.7909661);(30.729744,76.791745);(30.7294529,76.7919733);(30.7293629,76.7920905);(30.7292581,76.7920765);(30.7292095,76.7920186);(30.7292436,76.7918248);(30.728979,76.7914441);(30.7287338,76.7905674);(30.7282039,76.7896052);(30.7276249,76.7886857);(30.727368,76.7882711);(30.7264119,76.7887515);(30.7260149,76.7890828);(30.7256668,76.788546);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",05:42
Sector 26 Food Court - Point 77,76.8049801666497,30.740970943832,1014.93,A,3166.1904050127055,"(30.7410176,76.8046235);(30.7406957,76.80411);(30.7415867,76.8033439);(30.7415257,76.8032477);(30.7414071,76.8030604);(30.7411957,76.8027265);(30.7411276,76.8026189);(30.7398281,76.802985);(30.7393211,76.8034113);(30.7392395,76.8034805);(30.7371536,76.8001394);(30.7371096,76.8000689);(30.7368991,76.7997318);(30.7350604,76.7967866);(30.7347847,76.7964454);(30.7345291,76.7963913);(30.7344293,76.7962312);(30.7344486,76.7959303);(30.7342308,76.7954301);(30.731256,76.7907202);(30.7308813,76.7907908);(30.7306657,76.7909661);(30.729744,76.791745);(30.7294529,76.7919733);(30.7293629,76.7920905);(30.7292581,76.7920765);(30.7292095,76.7920186);(30.7292436,76.7918248);(30.728979,76.7914441);(30.7287338,76.7905674);(30.7282039,76.7896052);(30.7276249,76.7886857);(30.727368,76.7882711);(30.7264119,76.7887515);(30.7260149,76.7890828);(30.7256668,76.788546);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",04:55
Sector 7 Market - Point 78,76.8012397091331,30.7429361643157,1342.6,A,3171.011846017591,"(30.7432309,76.8001296);(30.7432282,76.8001253);(30.74119,76.8018395);(30.7408273,76.8021446);(30.7404286,76.8024799);(30.7398281,76.802985);(30.7393211,76.8034113);(30.7392395,76.8034805);(30.7371536,76.8001394);(30.7371096,76.8000689);(30.7368991,76.7997318);(30.7350604,76.7967866);(30.7347847,76.7964454);(30.7345291,76.7963913);(30.7344293,76.7962312);(30.7344486,76.7959303);(30.7342308,76.7954301);(30.731256,76.7907202);(30.7308813,76.7907908);(30.7306657,76.7909661);(30.729744,76.791745);(30.7294529,76.7919733);(30.7293629,76.7920905);(30.7292581,76.7920765);(30.7292095,76.7920186);(30.7292436,76.7918248);(30.728979,76.7914441);(30.7287338,76.7905674);(30.7282039,76.7896052);(30.7276249,76.7886857);(30.727368,76.7882711);(30.7264119,76.7887515);(30.7260149,76.7890828);(30.7256668,76.788546);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",15:33
Punjab University - Point 79,76.7693223012031,30.7596220865753,1295.6,B,1620.6288986576074,"(30.7561805,76.7722966);(30.7557823,76.7726176);(30.755364,76.7729549);(30.7546684,76.7718063);(30.7542486,76.7721426);(30.7539671,76.7716797);(30.7536363,76.7711357);(30.7520287,76.7728409);(30.7519403,76.7728155);(30.751641,76.7730002);(30.7514291,76.7726535);(30.7511537,76.772866);(30.7511062,76.7726033);(30.7509784,76.7723067);(30.7505285,76.7719262);(30.7497465,76.7714521);(30.748255,76.7698401);(30.7480866,76.769981);(30.7477236,76.7693736);(30.7474433,76.7689047);(30.7470416,76.7684186);(30.7460999,76.7692041);(30.746064,76.7694752)",16:27
Rose Garden - Point 80,76.7883976223963,30.7535896719783,1618.95,B,2651.1228361397248,"(30.7533734,76.7880249);(30.7546895,76.7879045);(30.7563562,76.7872599);(30.7564944,76.7871483);(30.7565588,76.7870412);(30.756621,76.786517);(30.7563611,76.786104);(30.7563187,76.7860363);(30.7532533,76.7811236);(30.7530485,76.7808556);(30.7527605,76.7808144);(30.7526535,76.7806456);(30.7526802,76.7803535);(30.7525147,76.7799664);(30.749624,76.7753976);(30.7495713,76.7753161);(30.7490066,76.7743754);(30.7489297,76.7742528);(30.7458903,76.7696263);(30.7456649,76.7695953);(30.7455151,76.7693499);(30.7455537,76.7691112);(30.7457159,76.7689604);(30.7459919,76.7690143);(30.7460999,76.7692041);(30.746064,76.7694752)",06:17
Sector 26 Food Court - Point 81,76.807615625034,30.7387881285182,1032.01,A,3157.0969145950417,"(30.7382782,76.80736);(30.7390424,76.8067197);(30.7382497,76.8053084);(30.7380512,76.8049845);(30.7380866,76.8049545);(30.7386228,76.8044993);(30.7390021,76.8041774);(30.7394416,76.8038043);(30.7392395,76.8034805);(30.7371536,76.8001394);(30.7371096,76.8000689);(30.7368991,76.7997318);(30.7350604,76.7967866);(30.7347847,76.7964454);(30.7345291,76.7963913);(30.7344293,76.7962312);(30.7344486,76.7959303);(30.7342308,76.7954301);(30.731256,76.7907202);(30.7308813,76.7907908);(30.7306657,76.7909661);(30.729744,76.791745);(30.7294529,76.7919733);(30.7293629,76.7920905);(30.7292581,76.7920765);(30.7292095,76.7920186);(30.7292436,76.7918248);(30.728979,76.7914441);(30.7287338,76.7905674);(30.7282039,76.7896052);(30.7276249,76.7886857);(30.727368,76.7882711);(30.7264119,76.7887515);(30.7260149,76.7890828);(30.7256668,76.788546);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",03:46
Sector 22 Market - Point 82,76.7842856737456,30.7367202511749,1144.73,A,2095.301123729709,"(30.7370189,76.7844768);(30.7366553,76.7847892);(30.7371233,76.7855332);(30.7371521,76.7855813);(30.7370807,76.7856413);(30.7368462,76.7858129);(30.7362614,76.7862811);(30.7358274,76.7865095);(30.7357814,76.7865652);(30.7356459,76.7865733);(30.7355819,76.7864971);(30.7352258,76.7865839);(30.7339863,76.7877594);(30.7339167,76.7878166);(30.7328129,76.7888977);(30.7327106,76.7889227);(30.7324851,76.7889825);(30.7322763,76.7891054);(30.7315301,76.7896576);(30.731093,76.7903016);(30.7310682,76.7904444);(30.7308813,76.7907908);(30.7306657,76.7909661);(30.729744,76.791745);(30.7294529,76.7919733);(30.7293629,76.7920905);(30.7292581,76.7920765);(30.7292095,76.7920186);(30.7292436,76.7918248);(30.728979,76.7914441);(30.7287338,76.7905674);(30.7282039,76.7896052);(30.7276249,76.7886857);(30.727368,76.7882711);(30.7264119,76.7887515);(30.7260149,76.7890828);(30.7256668,76.788546);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",00:56
Punjab University - Point 83,76.7693582275614,30.7609997530981,867.54,B,2886.957739226618,"(30.7637772,76.7721062);(30.7639236,76.7719791);(30.764013,76.7721462);(30.7639685,76.7722286);(30.7638296,76.7722299);(30.7616035,76.7739061);(30.7615538,76.773943);(30.759436,76.7754936);(30.7592112,76.7757497);(30.7591451,76.776068);(30.7590011,76.7761723);(30.7587456,76.7761183);(30.7586385,76.7759495);(30.7586652,76.7756574);(30.7585262,76.7752841);(30.7551472,76.7698787);(30.7551003,76.7698037);(30.7521436,76.7650668);(30.7514503,76.7649657);(30.74901,76.7668637);(30.7470416,76.7684186);(30.7460999,76.7692041);(30.746064,76.7694752)",02:36
