Location,Latitude,Longitude,NearestHub,Distance(meters),Route(nodes)
Punjab University - Point 100,30.7611380692974,76.7633924989882,A,5795.919344628633,"[1429417889, 1429417907, 1429417931, 1429262258, 1429141632, 1429141626, 1429141599, 1429141579, 1429141563, 1429141566, 1429141585, 1429141607, 1429262257, 10230398020, 1429141813, 1429141821, 1429141850, 1429141888, 10653480131, 1429142110, 1429078345, 1429078403, 1429078407, 1429078445, 1429078473, 1429078549, 1429078911, 1429078939, 1429078945, 1429078956, 1429078969, 1429078999, 9700416947, 1429079012, 1428425833, 1428425858, 1428425861, 11865426640, 1428425884, 1429027953, 1428425890, 1428425894, 1428425934, 1428425941, 1428425957, 1428425975, 1428431963, 1428432022, 6876654218, 1428426036, 1428426040, 1428426058, 1428426082, 11891042750, 10598319023, 10598319022, 10598319021, 10598319020, 1428426183]"
Location_1,30.709057,76.772289,D,2481.8604903434707,"[1428104566, 1425481090, 1428104568, 3896472388, 10058001303, 1428104610, 1428119692, 1428119695, 4830855723, 1428104682, 1428104737, 1428104751, 1428104760, 1428104758, 1428255040, 1428255052, 1428255062, 1428255059, 1428255046, 1428255030, 1428255019, 1428255021, 6536750653, 1428254992, 1428254945, 1428254900, 1428254854]"
Location_2,30.739692,76.745771,B,3167.3210687629025,"[1428425984, 1428425968, 1428425952, 1428425934, 1428425941, 1428431843, 1429027967, 10657610041, 1428392487, 1428392438, 1428392384, 1428392398, 1428392442, 1428392461, 1428392501, 1428392580, 9700374107, 1428392612, 6329906529, 1428392776, 1428392774, 1428392769, 1428392810, 1428392779, 1428392767, 1428392628, 1428392616, 1428392607, 1428392593, 1428392574, 1428392546, 1428392470, 1428392556, 1428392570, 1428392489, 1428392560]"
Location_3,30.746144,76.745194,C,3478.2688368068475,"[4125342879, 6536674732, 4125342877, 4133977159, 4843070108, 4843070109, 4843070110, 1425545845, 1425545859, 1425545870, 1425545884, 1425545887, 1425545898, 1425545894, 3933522956, 6243130802, 1426200839, 6243130803, 11921998957, 11921998961, 1426201836, 1426201845, 9929459137, 1428411781, 1428411811, 1428411843, 1428411863, 1428411904, 1428411933, 1428412031, 1428412062, 1428412084, 1428412098, 1428412117, 1428412138, 1428412150, 1428412190, 1428412212]"
Location_4,30.705418,76.77719,A,3734.161609557953,"[1429417889, 1429417907, 1429417931, 1429262258, 1429141632, 1429141626, 1429141599, 1429141579, 1429141563, 1429141566, 6324656527, 1429141530, 1429141525, 1429141522, 1429141517, 1429141430, 1429141421, 1428255212, 1428255174, 1428255189, 11865973312, 1428255046, 1428255030, 1428255005, 1428254957, 11846443309, 1428254602, 1428254527, 1428254462, 1428254489, 1428254459, 9605439096, 11846332694]"
Ambedkar Awas Yojna Sector 56 Chandigarh,30.738411,76.718388,C,2470.4355599383107,"[4125342879, 6536674732, 4125342877, 4133977159, 4125342880, 4843043488, 4843043487, 4843042397, 4843042405, 1425700144, 10088958232, 4843042376, 1425700360, 3896082376, 6330135571, 1425700580, 1425700725, 1425700675, 4843023765, 4843023762, 4843023787, 10088707757, 10088707752, 4843002567, 1425700762, 10088686431, 10088686425, 1425700785, 1425700795]"
39 Sector 39Chandigarh160036,30.741182,76.724328,C,2991.701169089894,"[4125342879, 6536674732, 4125342877, 4133977159, 4843070108, 4843070109, 4843070110, 1425545845, 1425545859, 1425545870, 1425545884, 1425545887, 4843057126, 3933524561, 3933513587, 1425700706, 1425700707, 1425700732, 1425700742, 3933513594, 3933513596, 3933513605, 3933513606, 1425700853, 1425700860, 1425700869, 1425700874, 1425700868, 1425700867, 4843061531, 10058015634, 10058015632, 6476965865]"
Sector 40B Chandigarh 160036,30.741519,76.734469,D,6121.599765775152,"[1428104566, 1425481090, 1428104568, 10058001315, 6330013306, 11865682526, 6329877435, 11401103456, 11401103461, 11401103463, 11401103470, 11401103388, 6868760635, 4833915109, 6877163353, 1425481675, 1425481678, 1425481709, 1425481715, 1425481733, 1425481746, 1425481769, 6324851862, 6324724764, 1425481841, 1425481844, 1425481852, 1425481854, 1425481867, 10058015628, 4843071525, 1425545725, 1425545745, 1425545768, 1425545775, 4843070116, 4843070110, 1425545845, 1425545859, 1425545870, 1425545884, 1425545887, 1425545898, 1425545894, 3933522956, 6243130802, 6243130804, 6475173793, 1426200939, 9700362887, 1426200983, 1426201022, 1426201431, 1426201482, 1426201521, 1426201557, 1426201622, 1426201780, 1426201831, 1426201990]"
39D Sector 39 Chandigarh 160036,30.741182,76.724328,C,2991.701169089894,"[4125342879, 6536674732, 4125342877, 4133977159, 4843070108, 4843070109, 4843070110, 1425545845, 1425545859, 1425545870, 1425545884, 1425545887, 4843057126, 3933524561, 3933513587, 1425700706, 1425700707, 1425700732, 1425700742, 3933513594, 3933513596, 3933513605, 3933513606, 1425700853, 1425700860, 1425700869, 1425700874, 1425700868, 1425700867, 4843061531, 10058015634, 10058015632, 6476965865]"
Ambedkar Awas YojnaSector 56 Chandigarh,30.738411,76.718388,C,2470.4355599383107,"[4125342879, 6536674732, 4125342877, 4133977159, 4125342880, 4843043488, 4843043487, 4843042397, 4843042405, 1425700144, 10088958232, 4843042376, 1425700360, 3896082376, 6330135571, 1425700580, 1425700725, 1425700675, 4843023765, 4843023762, 4843023787, 10088707757, 10088707752, 4843002567, 1425700762, 10088686431, 10088686425, 1425700785, 1425700795]"
Sector 55,30.734927,76.722903,C,2227.014986474426,"[4125342879, 6536674732, 4125342877, 4133977159, 4125342880, 4843043488, 4843043487, 4843042397, 4843042405, 1425700144, 10088958232, 4843042376, 1425700360, 3896082376, 6330135571, 1425700580, 1425700725, 1425700675, 4843019980, 1425700575, 1425700539]"
